CustomerID,Lookalike_CustomerID,Similarity_Score
C0048,C0045,0.9042745509813399
C0048,C0096,0.9041274050667025
C0049,C0088,0.8591627888709612
C0049,C0107,0.8480531714722391
C0049,C0067,0.8414697428239047
C0050,C0115,0.9997625689086217
C0050,C0112,0.9475169145176325
C0050,C0186,0.9302176807749779
C0051,C0039,0.9153336555826663
C0051,C0045,0.9083457258999951
C0051,C0162,0.9005382613245765
C0052,C0038,0.9229062449702036
C0052,C0160,0.9179751003715156
C0052,C0076,0.9176534880295165
C0053,C0143,0.9589565704073195
C0053,C0145,0.872391336264569
C0053,C0046,0.8415549002576261
C0054,C0188,0.9002649355617366
C0054,C0051,0.8924191536652774
C0054,C0028,0.8910843455092607
C0055,C0190,0.9970126453438969
C0055,C0069,0.9198210037164241
C0055,C0120,0.9179188943928728
C0056,C0034,0.983083964040077
C0056,C0092,0.9275620184264385
C0056,C0010,0.8823954772604387
C0057,C0021,0.982655175965658
C0057,C0087,0.9775134667773224
C0057,C0155,0.9623321481310075
C0058,C0150,0.9995443983588733
C0058,C0033,0.9991693768104949
C0058,C0198,0.9393484814331425
C0059,C0100,0.9243089843850582
C0059,C0104,0.9166889987229607
C0059,C0163,0.8992956895365853
C0060,C0097,0.9999664394545107
C0060,C0151,0.9997736811063719
C0060,C0014,0.99935308102776
C0061,C0176,0.9986881903083239
C0061,C0042,0.997509425270454
C0061,C0077,0.9583491139657528
C0062,C0002,0.9100149820484347
C0062,C0144,0.901775729892465
C0062,C0133,0.8509160092188784
C0063,C0071,0.9219102209329889
C0063,C0078,0.9218748154088368
C0063,C0131,0.9170951967612927
C0064,C0174,0.9433793183087167
C0064,C0171,0.9270927141348041
C0064,C0193,0.8852272101435554
C0065,C0012,0.9767724594238969
C0065,C0104,0.9759078167311849
C0065,C0113,0.9157447042478135
C0066,C0026,0.8661660793058973
C0066,C0072,0.8329343819436409
C0066,C0120,0.8271646825076276
C0067,C0013,0.9456710967255095
C0067,C0105,0.8784835747205888
C0067,C0184,0.8652101849539346
C0068,C0023,0.9378944405994571
C0068,C0057,0.9305114886434498
C0068,C0155,0.9214766262043081
C0069,C0091,0.9504721255270264
C0069,C0001,0.9474267106659245
C0069,C0190,0.9386586894054416
C0070,C0193,0.9399494153425131
C0070,C0191,0.9162232705227188
C0070,C0019,0.907617868176813
C0071,C0131,0.9912759074585824
C0071,C0073,0.9867016953634782
C0071,C0063,0.9219102209329889
C0072,C0107,0.8677268225385528
C0072,C0184,0.8529980317313525
C0072,C0183,0.8527352940944493
C0073,C0131,0.9995171134102359
C0073,C0071,0.9867016953634782
C0073,C0063,0.9136309549829413
C0074,C0044,0.9969492789350872
C0074,C0198,0.7668678706539097
C0074,C0032,0.7516948460202367
C0075,C0122,0.9462181379882826
C0075,C0021,0.9342410082331762
C0075,C0017,0.9322895039024182
C0076,C0164,0.9331869221510776
C0076,C0086,0.9279364108363299
C0076,C0178,0.9256297061660695
C0077,C0083,0.9993873701983489
C0077,C0061,0.9583491139657528
C0077,C0176,0.9424679779175517
C0078,C0015,0.926554280995827
C0078,C0123,0.9254116145045148
C0078,C0063,0.9218748154088368
C0079,C0196,0.9713697264114968
C0079,C0138,0.906222744622683
C0079,C0178,0.828441626775304
C0080,C0110,0.9999255038965666
C0080,C0014,0.9929336913892194
C0080,C0151,0.9910825233245744
C0081,C0047,0.92669834600237
C0081,C0116,0.9058635267232124
C0081,C0136,0.8708171741803598
C0082,C0169,0.8668359950080582
C0082,C0041,0.8501130042429941
C0082,C0165,0.8491036736206816
C0083,C0077,0.9993873701983489
C0083,C0061,0.9477664963971137
C0083,C0176,0.9301907711196078
C0084,C0184,0.8871914388425893
C0084,C0105,0.8855238419937668
C0084,C0068,0.8533219091359683
C0085,C0140,0.8734698246036573
C0085,C0095,0.8607266752065879
C0085,C0123,0.8519656333226906
C0086,C0189,0.9982173348610789
C0086,C0164,0.9801845773049833
C0086,C0076,0.9279364108363299
C0087,C0155,0.9782224320904073
C0087,C0057,0.9775134667773224
C0087,C0021,0.936135512184664
C0088,C0107,0.8792390352731281
C0088,C0049,0.8591627888709612
C0088,C0029,0.8535939508188121
C0089,C0128,0.9284774535621734
C0089,C0159,0.897512780064256
C0089,C0080,0.8582132593012801
C0090,C0194,0.9923618014533586
C0090,C0122,0.9394387195016107
C0090,C0075,0.9263990090074435
C0091,C0069,0.9504721255270264
C0091,C0190,0.936190581544512
C0091,C0048,0.9162882413307885
C0092,C0056,0.9275620184264385
C0092,C0040,0.9074455600792402
C0092,C0034,0.8967114456947003
C0093,C0109,0.9617278122031053
C0093,C0145,0.9503977647802847
C0093,C0143,0.8968109981551827
C0094,C0027,0.9184414233023017
C0094,C0032,0.8766306101376398
C0094,C0132,0.865289823496196
C0095,C0140,0.9895634716327997
C0095,C0014,0.9317531504157925
C0095,C0151,0.931231439195233
C0096,C0048,0.9041274050667025
C0096,C0114,0.9020872041061904
C0096,C0045,0.8955363248188447
C0097,C0060,0.9999664394545107
C0097,C0151,0.9999144198496653
C0097,C0014,0.9996141848023893
C0098,C0093,0.895240452035784
C0098,C0109,0.8517870533034693
C0098,C0145,0.7765500865364197
C0099,C0022,0.9320979964669741
C0099,C0169,0.9035990385239979
C0099,C0165,0.8801781277185214
C0100,C0104,0.9259474713326633
C0100,C0170,0.924530914880567
C0100,C0059,0.9243089843850582
C0101,C0155,0.9445398666541652
C0101,C0087,0.9319259210895444
C0101,C0156,0.9189177972532552
C0102,C0028,0.9935481739913162
C0102,C0188,0.9879590886056919
C0102,C0101,0.8831042653458051
C0103,C0002,0.9051682688710126
C0103,C0134,0.8872053526941869
C0103,C0133,0.8860511008088376
C0104,C0065,0.9759078167311849
C0104,C0100,0.9259474713326633
C0104,C0012,0.9248208674860702
C0105,C0013,0.9416093603248924
C0105,C0016,0.907028670990657
C0105,C0183,0.9052828811158043
C0106,C0133,0.8950033390759591
C0106,C0134,0.8901762751477994
C0106,C0195,0.8765553799854559
C0107,C0183,0.9968459434253827
C0107,C0016,0.996143035237217
C0107,C0105,0.8856563302757461
C0108,C0024,0.862342452416121
C0108,C0145,0.8370521905255119
C0108,C0124,0.8353997550036625
C0109,C0093,0.9617278122031053
C0109,C0145,0.9234881804500698
C0109,C0099,0.861363547815543
C0110,C0080,0.9999255038965666
C0110,C0014,0.9943082147388345
C0110,C0151,0.9926351362669169
C0111,C0010,0.8825515476783327
C0111,C0009,0.8677007184816179
C0111,C0083,0.8627031559765262
C0112,C0186,0.9987315991368771
C0112,C0050,0.9475169145176325
C0112,C0115,0.940325546092377
C0113,C0090,0.9263136375361419
C0113,C0065,0.9157447042478135
C0113,C0194,0.90793056173395
C0114,C0096,0.9020872041061904
C0114,C0054,0.8668836334025622
C0114,C0045,0.8366025653933735
C0115,C0050,0.9997625689086217
C0115,C0112,0.940325546092377
C0115,C0186,0.921999693693273
C0116,C0047,0.9136310252996818
C0116,C0081,0.9058635267232124
C0116,C0172,0.8769586293266828
C0117,C0185,0.643343454620113
C0117,C0040,0.641074620207065
C0117,C0044,0.5674476003917444
C0118,C0068,0.8916541535416327
C0118,C0155,0.8814185513521351
C0118,C0023,0.8813841299305258
C0119,C0157,0.9857205432987506
C0119,C0199,0.8731895709408255
C0119,C0146,0.7901736102845242
C0120,C0190,0.9279009920723601
C0120,C0055,0.9179188943928728
C0120,C0069,0.9003283845229747
C0121,C0177,0.907508011421625
C0121,C0071,0.8877728456994101
C0121,C0131,0.8413678242835814
C0122,C0075,0.9462181379882826
C0122,C0090,0.9394387195016107
C0122,C0113,0.9016294283406096
C0123,C0015,0.9985857920478957
C0123,C0014,0.9310078117791536
C0123,C0110,0.9302948723720603
C0124,C0024,0.8661490310817207
C0124,C0108,0.8353997550036625
C0124,C0187,0.8198428846196203
C0125,C0191,0.9248006401403938
C0125,C0050,0.8670949087223593
C0125,C0115,0.8659918474804295
C0126,C0011,0.9676679566772811
C0126,C0171,0.9470311109923003
C0126,C0153,0.9076522192698555
C0127,C0001,0.8962900327015068
C0127,C0069,0.8672810438857463
C0127,C0181,0.8485517789822075
C0128,C0014,0.935802727027861
C0128,C0110,0.9355802396420001
C0128,C0151,0.9349976738975878
C0129,C0144,0.8798321433034462
C0129,C0198,0.8677684506772388
C0129,C0140,0.8673658556927647
C0130,C0020,0.9983770706240233
C0130,C0198,0.9323164346624849
C0130,C0095,0.9311095216318882
C0131,C0073,0.9995171134102359
C0131,C0071,0.9912759074585824
C0131,C0063,0.9170951967612927
C0132,C0142,0.9176914542191887
C0132,C0063,0.9151661976385095
C0132,C0027,0.8746693752966034
C0133,C0002,0.9666644126828897
C0133,C0134,0.9427202239738525
C0133,C0106,0.8950033390759591
C0134,C0133,0.9427202239738525
C0134,C0002,0.9167339024655724
C0134,C0106,0.8901762751477994
C0135,C0006,0.9028232661364591
C0135,C0142,0.8462499773833344
C0135,C0132,0.8158409037472479
C0136,C0037,0.9759131223437645
C0136,C0012,0.9395903715674727
C0136,C0160,0.937214481502032
C0137,C0047,0.8496071137357505
C0137,C0139,0.8476661038119291
C0137,C0160,0.8395096920474923
C0138,C0196,0.9400179685923515
C0138,C0170,0.9254297798986294
C0138,C0182,0.9219229482959153
C0139,C0147,0.9051319021344568
C0139,C0137,0.8476661038119291
C0139,C0171,0.8359280608172039
C0140,C0095,0.9895634716327997
C0140,C0080,0.9163568764474205
C0140,C0110,0.9155841834972056
C0141,C0173,0.918460682407406
C0141,C0046,0.8920884945407761
C0141,C0143,0.8873436546098015
C0142,C0132,0.9176914542191887
C0142,C0193,0.9134585505384278
C0142,C0027,0.8680450876614164
C0143,C0145,0.9700102446012334
C0143,C0053,0.9589565704073195
C0143,C0093,0.8968109981551827
C0144,C0150,0.9323911456508326
C0144,C0058,0.9318809796203008
C0144,C0033,0.9298449473759469
C0145,C0143,0.9700102446012334
C0145,C0093,0.9503977647802847
C0145,C0022,0.9338775458628471
C0146,C0035,0.9999804847432715
C0146,C0005,0.8844667455908073
C0146,C0197,0.8839433499287129
C0147,C0139,0.9051319021344568
C0147,C0161,0.811843020789418
C0147,C0024,0.7804710570718474
C0148,C0163,0.8382377588474249
C0148,C0039,0.8073025671248478
C0148,C0051,0.7960550002472272
C0149,C0067,0.8580860138935562
C0149,C0026,0.7951717258018817
C0149,C0072,0.7936787953119163
C0150,C0058,0.9995443983588733
C0150,C0033,0.9974842105975495
C0150,C0198,0.9375078060165142
C0151,C0097,0.9999144198496653
C0151,C0014,0.9998920126312891
C0151,C0060,0.9997736811063719
C0152,C0052,0.8965320415021565
C0152,C0179,0.8796887118934114
C0152,C0136,0.8698716529348464
C0153,C0126,0.9076522192698555
C0153,C0011,0.8797848041273334
C0153,C0171,0.8558132437481452
C0154,C0181,0.9812980583751069
C0154,C0162,0.9639873651554304
C0154,C0039,0.9635343941901834
C0155,C0087,0.9782224320904073
C0155,C0057,0.9623321481310075
C0155,C0101,0.9445398666541652
C0156,C0101,0.9189177972532552
C0156,C0165,0.9143608305776726
C0156,C0175,0.8782800485258067
C0157,C0119,0.9857205432987506
C0157,C0199,0.8986539276650379
C0157,C0127,0.8159983813280781
C0158,C0003,0.9312262865668931
C0158,C0166,0.8857401128066069
C0158,C0195,0.8218806092636587
C0159,C0002,0.9050759545769234
C0159,C0128,0.9018447480271371
C0159,C0089,0.897512780064256
C0160,C0038,0.9985551385907252
C0160,C0037,0.9509128886341242
C0160,C0136,0.937214481502032
C0161,C0147,0.811843020789418
C0161,C0156,0.763111339889392
C0161,C0101,0.7609759560879256
C0162,C0039,0.9792571727364937
C0162,C0154,0.9639873651554304
C0162,C0008,0.916570073290797
C0163,C0059,0.8992956895365853
C0163,C0039,0.888793395275931
C0163,C0100,0.8862654886093727
C0164,C0086,0.9801845773049833
C0164,C0189,0.9666146974579939
C0164,C0076,0.9331869221510776
C0165,C0169,0.9788337993670908
C0165,C0156,0.9143608305776726
C0165,C0099,0.8801781277185214
C0166,C0003,0.9939914710196399
C0166,C0031,0.9922785020175596
C0166,C0159,0.891052150808667
C0167,C0036,0.9906152337922896
C0167,C0043,0.9471691615491205
C0167,C0185,0.8948246121958761
C0168,C0023,0.9144288419420373
C0168,C0018,0.8915831682607952
C0168,C0125,0.8193923074538958
C0169,C0165,0.9788337993670908
C0169,C0099,0.9035990385239979
C0169,C0082,0.8668359950080582
C0170,C0182,0.9998644887655823
C0170,C0138,0.9254297798986294
C0170,C0100,0.924530914880567
C0171,C0126,0.9470311109923003
C0171,C0193,0.938743237707788
C0171,C0064,0.9270927141348041
C0172,C0047,0.9182943358799451
C0172,C0038,0.9145492792721556
C0172,C0160,0.9043415094315509
C0173,C0175,0.9349889958839792
C0173,C0141,0.918460682407406
C0173,C0046,0.8742655646319761
C0174,C0064,0.9433793183087167
C0174,C0193,0.9126310824083045
C0174,C0070,0.9075311282709821
C0175,C0173,0.9349889958839792
C0175,C0156,0.8782800485258067
C0175,C0046,0.8772723512419205
C0176,C0042,0.9998125035591279
C0176,C0061,0.9986881903083239
C0176,C0010,0.9431229844080363
C0177,C0121,0.907508011421625
C0177,C0174,0.8841697813316379
C0177,C0131,0.8738907613627936
C0178,C0025,0.9400201338041783
C0178,C0076,0.9256297061660695
C0178,C0159,0.8847058748038592
C0179,C0100,0.9157059361523361
C0179,C0164,0.9078468491098866
C0179,C0152,0.8796887118934114
C0181,C0154,0.9812980583751069
C0181,C0162,0.9096863040260905
C0181,C0039,0.894005891568954
C0182,C0170,0.9998644887655823
C0182,C0138,0.9219229482959153
C0182,C0100,0.9198365295827127
C0183,C0016,0.9999646133512361
C0183,C0107,0.9968459434253827
C0183,C0105,0.9052828811158043
C0184,C0084,0.8871914388425893
C0184,C0067,0.8652101849539346
C0184,C0072,0.8529980317313525
C0185,C0167,0.8948246121958761
C0185,C0036,0.8254104390503041
C0185,C0135,0.7449680478539316
C0186,C0112,0.9987315991368771
C0186,C0050,0.9302176807749779
C0186,C0115,0.921999693693273
C0187,C0037,0.8470567297460502
C0187,C0196,0.8334021904288338
C0187,C0124,0.8198428846196203
C0188,C0028,0.9991313511616664
C0188,C0102,0.9879590886056919
C0188,C0054,0.9002649355617366
C0189,C0086,0.9982173348610789
C0189,C0164,0.9666146974579939
C0189,C0076,0.9191600497654397
C0190,C0055,0.9970126453438969
C0190,C0069,0.9386586894054416
C0190,C0091,0.936190581544512
C0191,C0019,0.966278765592906
C0191,C0125,0.9248006401403938
C0191,C0070,0.9162232705227188
C0192,C0186,0.88202224564838
C0192,C0112,0.8769470719547429
C0192,C0088,0.8479024561048029
C0193,C0070,0.9399494153425131
C0193,C0171,0.938743237707788
C0193,C0142,0.9134585505384278
C0194,C0090,0.9923618014533586
C0194,C0113,0.90793056173395
C0194,C0075,0.8919943755962313
C0195,C0106,0.8765553799854559
C0195,C0158,0.8218806092636587
C0195,C0179,0.8047893703930533
C0196,C0079,0.9713697264114968
C0196,C0138,0.9400179685923515
C0196,C0170,0.8395058737994332
C0197,C0005,0.9996304400542102
C0197,C0007,0.9842020774772975
C0197,C0199,0.8985605711786326
C0198,C0033,0.9404755440636927
C0198,C0058,0.9393484814331425
C0198,C0150,0.9375078060165142
C0199,C0157,0.8986539276650379
C0199,C0197,0.8985605711786326
C0199,C0005,0.8979017682046732
C0200,C0022,0.9264768876016114
C0200,C0143,0.8663045278796893
C0200,C0099,0.864657874685323
